epoch,val_accuracy,val_macro_f1
1,0.9752438109527382,0.9760460318421678
2,0.9759939984996249,0.9768415089472783
3,0.972993248312078,0.9739195448919077
4,0.9752438109527382,0.9760037722604848
5,0.9737434358589647,0.9747132368464264
6,0.9759939984996249,0.9768415089472783
7,0.9647411852963241,0.9660880361702627
